9ca0e81111c683bec1012473feefd28f,17/04/2022,ATL,BOS,PT2H29M,False,Delta,Airbus A321
98685953630e772a098941b71906592b,17/04/2022,ATL,BOS,PT2H30M,False,Delta,Airbus A321
98d90cbc32bfbb05c2fc32897c7c1087,17/04/2022,ATL,BOS,PT2H30M,False,Delta,Boeing 757-200
969a269d38eae583f455486fa90877b4,17/04/2022,ATL,BOS,PT2H32M,False,Delta,Airbus A321
980370cf27c89b40d2833a1d5afc9751,17/04/2022,ATL,BOS,PT2H34M,False,Delta,Airbus A321
79eda9f841e226a1e2121d74211e595c,17/04/2022,ATL,BOS,PT2H38M,False,JetBlue Airways,
9335fae376c38bb61263281779f469ec,17/04/2022,ATL,BOS,PT4H12M,False,American Airlines||American Airlines,Airbus A320||Airbus A320
3904bf87f2d1daf334f1ae7e3b876028,17/04/2022,ATL,BOS,PT5H18M,False,American Airlines||American Airlines,Airbus A320||Boeing 737-800
d93988734c44a3c075d9efe373352507,17/04/2022,ATL,BOS,PT5H32M,False,American Airlines||American Airlines,Airbus A319||Airbus A320
562e7d5dd6ecbf1509c0c19711dbdca9,17/04/2022,ATL,BOS,PT6H38M,False,American Airlines||American Airlines,Airbus A319||Boeing 737-800
c38a6e4b807d15541e5866676febcbec,17/04/2022,ATL,BOS,PT4H46M,False,United||United,Airbus A319||Boeing 737-800
f66d72ba3a526576608b8402b5720726,17/04/2022,ATL,BOS,PT5H45M,False,American Airlines||American Airlines,Embraer 175||Boeing 737-800
e7c4054e85cca9bc7134b3cc93deaf7c,17/04/2022,ATL,BOS,PT5H59M,False,American Airlines||American Airlines,Embraer 175||Boeing 737-800
5fa8c0f8b25eb24bf2ddc39a498bcc37,17/04/2022,ATL,BOS,PT7H18M,False,American Airlines||American Airlines,Embraer 175||Airbus A321
948d26b3e5658762cd62f842c87ae46e,17/04/2022,ATL,BOS,PT8H10M,False,United||United,Embraer 175 (Enhanced Winglets)||Boeing 737 MAX 9
cb345693479e84838dfaac346b8e8d6a,17/04/2022,ATL,BOS,PT5H39M,False,Spirit Airlines||Spirit Airlines,AIRBUS INDUSTRIE A321 SHARKLETS||
e1b95e4e6c997517f64ba5ea712bda22,17/04/2022,ATL,BOS,PT2H38M,False,American Airlines,
eaf033a044596f0a76b132a490927524,17/04/2022,ATL,BOS,PT4H17M,False,American Airlines||American Airlines,Canadian Regional Jet 700||Airbus A321
721d9a2f66fe479e7c17b13e7ae0bb15,17/04/2022,ATL,BOS,PT4H36M,False,American Airlines||American Airlines,Canadair Regional Jet 900||Airbus A321
a9f012defb9227f69bf76617b47f4c51,17/04/2022,ATL,BOS,PT4H45M,False,American Airlines||American Airlines,Airbus A319||Boeing 737-800
676e25bb0ec021d335241354b668c674,17/04/2022,ATL,BOS,PT6H2M,False,American Airlines||American Airlines,Canadair Regional Jet 900||Airbus A320
712a4b5789013e5a4a3e499164309da8,17/04/2022,ATL,BOS,PT6H14M,False,American Airlines||American Airlines,Airbus A319||Airbus A321
a6a69aee2e8f75f9b12a5f6b60e65b59,17/04/2022,ATL,BOS,PT9H46M,True,United||United,Airbus A319||Airbus A319
fcf84a2b44a9fe185a4cebf5cee2e704,17/04/2022,ATL,BOS,PT11H1M,True,United||United,Airbus A319||Airbus A320
178742e9c46c9627147449926f997622,17/04/2022,ATL,BOS,PT11H17M,True,United||United,Embraer 170||Airbus A319
912ef0fbca3f88a86af24bdc1c1c6c0a,17/04/2022,ATL,BOS,PT12H19M,False,Spirit Airlines||Spirit Airlines,||AIRBUS INDUSTRIE A320 SHARKLETS
79c4a172ab07916313f5e8abec0bb1db,17/04/2022,ATL,BOS,PT6H17M,False,United||United,Airbus A320||Boeing 737-900
